degrees,description,merchant,price,title
NaN,"Der Mediamarkt in Bielefeld feiert 26-jähriges...  Richtige Kracher fehlen mir persönlich, aber entscheidet selbst. Ein paar Angebote mit akzeptabler Ersparnis (>10%) habe ich m…		",Media Markt,NaN,[MM Bielefeld] (lokal) Sammeldeal Geburtstagsangebote
NaN,Ich habe mal wieder ein Angebot aus der Schweiz für euch. Der Mediamarkt verkauft derzeit folgendes....  ►MICROSOFT XBoxOne S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss…					W,Media Markt Schweiz (CH),"129,22€","[Grenzgänger Deal-Mediamarkt Schweiz] MICROSOFT XBoxOne S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss für 129,22€ *Kein Versand nach Deutschland*"
NaN,Ich habe mal wieder ein Angebot aus der Schweiz für euch. Der Mediamarkt verkauft derzeit folgendes....  ►MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss fü…					W,Media Markt Schweiz (CH),"129,22€","[Grenzgänger Deal-Mediamarkt Schweiz] MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss für 129,22€ *Kein Versand nach Deutschland*"
NaN,Ich habe mal wieder ein Angebot aus der Schweiz für euch. Der Mediamarkt verkauft derzeit folgendes....  ►MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss fü…					W,Media Markt Schweiz (CH),"129,22€","[Grenzgänger Deal-Mediamarkt Schweiz] MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss für 129,22€ *Kein Versand nach Deutschland*"
NaN,Ich habe mal wieder ein Angebot aus der Schweiz für euch. Der Mediamarkt verkauft derzeit folgendes....  ►MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss fü…					W,Media Markt Schweiz (CH),"129,22€","[Grenzgänger Deal-Mediamarkt Schweiz] MICROSOFT XONE S 500GB+ROCKET LEAGUE+3MT LIVE Spielkonsole Weiss für 129,22€ *Kein Versand nach Deutschland*"
369°,"Die Beta von Fortnite: BR gibt es jetzt auf einigen Android Smartphones, zuerst bleibt es Samsung exklusiv:    Samsung Galaxy: S7 / S7 Edge , S8 / S8+, S9 / S9+, Note 8, Note 9, Ta",NaN,NaN,Fortnite: Battle Royale - Kostenloser Skin für Besitzer von Galaxy Note 9 / Galaxy Tab S4
NaN,"Im Media Markt Onlineshop gibt es gerade das Notebooks  ASUS UX3410UA-GV628T, Notebook mit 14 Zoll Display, Core™ i5 Prozessor, 8 GB RAM, 1 TB HDD, 256 GB SSD, HD-Grafik 620, Quarz",Media Markt,759€,"ASUS UX3410UA-GV628T, Notebook mit 14 Zoll Display, Core™ i5 Prozessor, 8 GB RAM, 1 TB HDD, 256 GB SSD, HD-Grafik 620, Quarz Grey"
NaN,"Betriebssystem   Windows 10 S   Prozessor   1,1 GHz; Quad-Core   Speicher   DDR3L  4 GB   Kartenleser   SD Card   Speicher   64 GB Flash-Laufwerk   Bildschirm   14 Zoll  Full HD (1",Media Markt,199€,[Mediamarkt] ACER Aspire 1 (A114-31-P4J2) / Pentium N4200 / 4GB RAM / 64GB Flash
NaN,"Im MediaMarkt Lippstadt gibt es nun das Spiel ""YO-KAI WATCH 2: Kräftige Seelen inkl. Medaille"" für 5 Euro. Idealopreis leigt bei ca. 20 Euro + Versand. 6 Stück habe ich dort noch l",NaN,5€,[Lokal Lippstadt] YO-KAI WATCH 2: Kräftige Seelen inkl. Medaille für den Nintendo 3DS
NaN,"Das Notebook ist jetzt etwa 1 Jahr auf dem Markt und vermutlich werden die Lager leer gemacht, daher ist es aktuell sowohl bei Amazon als auch bei Mediamarkt für 2777€ zu haben. De",Amazon,2.777€,"MSI GT75VR 7RF-033 Titan Pro, 17,3""/4K, Intel Core i7-7820HK, 32GB RAM, 512 GB PCIe SSD + 1 TB HDD, GeForce GTX 1080, Windows 10 Home für 2777€"
NaN,"Moin.  bei Mediamarkt erhaltet ihr die Crank 1 + 2 [Blu-ray] für 7€  Preisvergleich:  ~14,98€      Darsteller:   Jason Statham     Regisseur(e):   Mark Neveldine ,  Brian Taylor   ",Media Markt,7€,Crank 1 + 2 [Blu-ray] für 7€ [Mediamarkt]
NaN,"Günstiger als bei der Konkurenz, speicherbedingt nur noch wenig Raum für Rabatt, gerade aktuell Bestpreis.  PVG idealo: 50,84€      Kurz und Bündig:      SD Karte   128 GB  Leseges",Media Markt,47€,"SANDISK Extreme®, SDXC Speicherkarte, 128 GB, 90 MB/s [MediaMarkt]"
NaN,Hallo liebe Mydealzer! Auf der Suche nach einem günstigen Pokemon Ultramond in gebraucht bin ich auf ein neues Angebot von MediaMarkt Trier auf Ebay.de gefunden. Der Vergleichsprei,eBay,"23,95€","Pokemon Ultramond (3DS) für 23,95€ (Ebay MediaMarkt)"
NaN,"Heute erhaltet ihr beim Mediamarkt folgendes Angebot...  ►SanDisk Ultra 128GB microSDXC Speicherkarte + Adapter bis zu 100 MB/Sek, Class 10, U1, A1,Grau, Rot für 25,-€ Versa…					W",Media Markt,25€,"SanDisk Ultra 128GB microSDXC Speicherkarte + Adapter bis zu 100 MB/Sek, Class 10, U1, A1,Grau, Rot für 25,-€ Versandkostenfrei [Mediamarkt]"
NaN,"Moin.  bei Mediamarkt erhaltet ihr den BENQ GL2580H 24.5 Zoll Full-HD Monitor (2 ms Reaktionszeit, 60 Hz) für 99€  Preisvergleich:  ~117,90€       
							24,5 Zoll LED Monitor mit",Media Markt,99€,"BENQ GL2580H 24.5 Zoll Full-HD Monitor (2 ms Reaktionszeit, 60 Hz) für 99€ [Mediamarkt]"
NaN,"Hi zusammen,  ich habe heute die LIDL-Seite aufgrund des SSV nach Rabatten gescannt und bin zufällig auf diesen Retro-Kühlschrank gestoßen. Habe ihn bisher noch nie für den Preis g",Lidl,200€,"Amica Retro-Kühlschrank mit Gefrierfach für 200 (189 + Versand), nächster Preis 250!"
NaN,"In letzter Zeit gibt es den immer mal wieder lokal recht günstig. Ab heute ist er bei Mediamarkt in Essen für 199 Euro im Angebot. Idealo liegt aktuell bei 260,30 Euro     Hier die",NaN,199€,"[Regional Mediamarkt Essen] Sony Kabelloser High-Resolution WH-1000XM2 Kopfhörer (Noise Cancelling, Bluetooth, NFC, Headphones Connect App, bis zu 30 Stunden Akkulaufzeit)"
NaN,"Moin, bei Media Markt erhaltet ihr das HP 15-bs132ng Notebook gerade für 449€ im Sale, die Austattung ist auf dem neuesten Stand aber leider ohne SSD jedoch punktet das Notebook mi",Media Markt,444€,"HP 15-bs132ng: 15,6"" Full HD (matt), Intel® Core™ i5-8250U, Radeon 520, 8GB RAM, 1TB HDD, DVD Brenner, Gbit Lan, Windows 10 für 449€ (Media Markt)"
NaN,Krups Essenza Mini XN110B grau wohl bis 13.08. in 7 Mediamärkten zum Superpreis auch durch Kaffeegutschein,NaN,49€,mediamarkt münchen (lokal) Krups Essenza Mini XN110B grau 49€ plus 60€ Kaffeegutschein
NaN,De'Longhi Essenza Mini EN85 weiß wohl bis 13.08. in 7 Mediamärkten Bereich München zum Superpreis auch durch 60 Euro Kaffeegutschein,NaN,49€,De'Longhi Essenza Mini EN85 weiß (lokal) Mediamarkt München €49 +€60 Kaffeegutschein
NaN,"Heute erhaltet ihr beim Mediamarkt folgendes Angebot...  ►LG OLED65B7D 164 cm (65 Zoll, OLED) Fernseher (Ultra HD, Doppelter Triple Tuner, Active HDR mit Dolby Vision, Dolby…					W",Media Markt,1.799€,"LG OLED65B7D 164 cm (65 Zoll, OLED) Fernseher (Ultra HD, Doppelter Triple Tuner, Active HDR mit Dolby Vision, Dolby Atmos, Smart TV) [Energieklasse A] [Mediamarkt]"
NaN,"Der Mediamarkt in 66538 Neunkirchen, eröffnet am Donnerstag nach Umbau neu und hat daher folgendes Angebot...  ►Nintendo Switch Konsolein 2 Farben inc. 1 Spiel aus 5.( Zelda…					W",Media Markt,279€,"[Regional Mediamarkt Neunkirchen-Ab Donnerstag] Nintendo Switch Konsolein 2 Farben inc. 1 Spiel aus 5.( Zelda,Mario Odyssey, Mario Kart 8 Deluxe,Captain Toad,Splatoon 2) für 279,-€"
NaN,"PVG Saturn: 99,99 Euro. Heute gesehen bei MediaMarkt in S-Feuerbach. Verschiedene Farben vorrätig.    Kompatibel mit High-Resolution Audio   Digitale Geräuschminimierungstechnologi",NaN,69€,"Sony EX750NA h.ear in In-Ear Kopfhörer mit NC (lokal, S-Feuerbach)"
NaN,"Ihr kennt das Spiel. Von 06.00 Uhr bis 09.00 Uhr bekommt ihr folgendes Angebot...  ►LG 65 UK 7550 LLA - 164 cm (65 Zoll) Fernseher (4K Ultra HD, HDR 10, Smart TV, WLAN, Trip…					W",Media Markt,899€,"LG 65 UK 7550 LLA - 164 cm (65 Zoll) Fernseher (4K Ultra HD, HDR 10, Smart TV, WLAN, Triple Tuner (DVB-T2), USB) für 899,-€ [Mediamarkt von 06.00 bis 09.00 Uhr]"
NaN,"Der Mediamarkt in Buxtehude hat bis zum 11.08 wieder mal ein richtig gutes Gamingangebot...  ►Monster Hunter World (Playstation 4) für 19,-€◄  Idealopreis: 41,50€    …					Weiterle",Media Markt,19€,"[Regional Mediamarkt Buxtehude] Monster Hunter World (Playstation 4) für 19,-€"
NaN,"Moin.  bei Mediamarkt erhaltet ihr den Canon PIXMA MG3650 3-in-1 Tintenstrahl-Multifunktionsdrucker für 44€  Preisvergleich: ~55,23€      
							Wunderschöne randlose Fotos gestal",Media Markt,44€,Canon PIXMA MG3650 3-in-1 Tintenstrahl-Multifunktionsdrucker für 44€ [Mediamarkt]
NaN,Es ist kein Coupon!   Diese Woche gibt es auf auf der normalen Payback Online Shop Übersichtseite 7 fach Payback Punkte beim MediaMarkt Online Shop auf jeden Einkauf*.  Einfach auf,PAYBACK,NaN,[Mediamarkt] 7fach Payback Punkte
NaN,"Moin.  bei Mediamarkt erhaltet ihr den PHILIPS 75PUS7101/12 LED TV 75""  UHD-4K Smart-TV für 1949€   Preisvergleich: ~2730,86€    Typ: Ultraflacher 4K UHD-LED-Fernseher mit 189 cm (",Media Markt,1.949€,"PHILIPS 75PUS7101/12 LED TV 75"" UHD-4K Smart-TV für 1949€ [Mediamarkt]"
NaN,Im Mediamarkt in Stuttgart-Feuerbach steht eine Palette ca. 15 Stück mit Farblaserdrucker von Samsung:  Samsung Xpress SL-C480FW für 199 EUR. (Online-Preis um die 230 EUR)   Das Ge,NaN,199€,Samsung Xpress SL-C480FW - Farblaserdrucker mit Fax
NaN,"Bei Mediamarkt bzw. MediaMarkt@ebay bekommt ihr im Moment das Olympus 10x50 DPS I Fernglas für  44,00 € inkl. Versand .   Edit: Amazon ist mitgezogen. Danke  @tjbln   PVG liegt bei",Media Markt,44€,[MediaMarkt/MM@ebay] Olympus 10x50 DPS I Fernglas
NaN,"Produkt-Highlights 4K High Dynamic Range: Spektakuläre Kontraste, lebendige Farben sowie die beeindruckende 4K-Detailtiefe. X1 4K HDR Bildprozessor mit mehr Leistung für optimierte",NaN,699€,(Lokal) MediaMarkt Bonn / Bornheim Sony KD55 XE 8505
NaN,"+++ Update: das schwarze Modell gibt es noch bei Amazon - Deal-Link angepasst +++   PVG:  363,89€ bzw 349€  (3x verfügbar mit beschädigter OVP)  Tests:  https://www.notebookcheck.c",Amazon,299€,"SONY Xperia XA2 Ultra - 6“ Full HD Smartphone (1920x1080, Snapdragon 630, 23/16/8 MP ExmorRS, 4GB RAM, 32 GB, aptX HD, Quick Charge 3.0, USB-C, 3580mAh, Android 8) in schwarz, silber, gold oder blau [Media Markt]"
NaN,Die Mediamärkte in Koblenz und Neuwied feiern ein wenig Geburtstag. Daher gibt es NUR AM DONNERSTAG folgendes Angebot...  ►Ni No Kuni 2: Schicksal eines Königreichs (Playsta…					W,Media Markt,10€,"[Regional Mediamarkt Koblenz/Neuwied-Tagesangebot-Nur am Donnerstag] Ni No Kuni 2: Schicksal eines Königreichs (Playstation 4) für 10,-€"
NaN,"Der Mediamarkt in Paderborn hat folgendes Angebot für euch....  ►Sony PlayStation VR PlayStation Kamera + PlayStation VR Worlds für 199,-€◄  Idealopreis: 241,79€ Tech…					Weiterle",Media Markt,199€,"[Regional Mediamarkt Paderborn] Sony PlayStation VR PlayStation Kamera + PlayStation VR Worlds für 199,-€"
NaN,Bauart:  intern  Speicherkapazität:  250 GB  Puffergröße: 512 MB Produkttyp: Festplatte Festplattentyp: SSD Festplattenschnittstelle:  M.2  Max. Übertragungsgeschwindigkeit (lesen),Media Markt,76€,"[mediamarkt]SAMSUNG 960 EVO NVMe M.2, 250 GB SSD für 76€ | Alternate-Masterpass für 68,89€"
NaN,"Gerade bei  MediaMarkt  als Bundle zu haben:     GoPro HERO5 Black  Action Cam -  PVG: 286,50€   GoPro AHFSM-001  Halterungen-Set -  PVG: 24,85€   GoPro AABAT-001  Akku -  PVG: 21,",Media Markt,279€,GOPRO HERO5 Black Action + Bundle [MediaMarkt / Masterpass]
NaN,"Hallo zusammen,  der MediaMarkt in Bielefeld bietet diese Woche den 4K-TV Samsung UE50NU7409 für gute 599€ an. Der günstigste Preis laut idealo sind 679€.   https://www.displayspec",NaN,599€,[lokal] MM Bielefeld 4K-TV Samsung UE50NU7409
NaN,Edit: Bei Saturn nochmal 10€ günstiger mit folgendem Füllartikel:  https://www.saturn.de/de/product/_avery-zweckform-2840-1146423.html   Zusammen mit dem  Masterpass-Gutschein bei ,Media Markt,89€,"[MediaMarkt Masterpass] SAMSUNG 860 EVO, 500 GB SSD"
NaN,"Heute erhaltet ihr beim Mediamamrkt folgendes...  ► ULTIMATE EARS WONDERBOOM Bundle Black & Stone Bluetooth Lautsprecher, Schwarz/Grau, Wasserfest für 77,-€◄   Id…					Weiterlesen",Media Markt,77€,"[Mediamarkt] ULTIMATE EARS WONDERBOOM Bundle Black & Stone Bluetooth Lautsprecher, Schwarz/Grau, Wasserfest für 77,-€"
NaN,"Hallo alle zusammen,  hier mein allererster Deal (angel)    Aktuell bekommt Ihr die  PowerBeats 3  und die  Beats X  bei MediaMarkt stark reduziert (ausgewählte Farben)    Nächstbe",Media Markt,79€,BEATS Powerbeats 3 In-ear Kopfhörer im Summer Sale bei MEDIAMARKT
NaN,"Moin.  bei Mediamarkt erhaltet ihr ab 20 Uhr die James Bond Collection  2016 [Blu-ray] für 89€ Der Preis wird im Warenkorb und ab 20 Uhr veröffentlicht.  Preisvergleich: ~109,99€  ",Media Markt,89€,James Bond Collection 2016 [Blu-ray] für 89€ [Mediamarkt]
NaN,"Seit heute gibt's bei Mediamarkt die MIDEA W 6.74 td Waschmaschine zum neuen Bestpreis und Versandkostenfrei für 249,-€, der alte Bestpreis war bei Mediamarkt zuvor 349,-€. Insbeso",Media Markt,249€,"[MM-online] MIDEA W 6.74 td Waschmaschine (7 kg, 1400 U/Min., A+++)"
NaN,Update 3: Jetzt kann man es nur noch bei Amazon vorbestellen.   Update 2: Bei Mediamarkt ist es ausverkauft aber bei Amazon ist es noch zum günstigen Preis zu haben.  Update: Jetzt,Amazon,99€,TP-LINK Neffos X1 Max 32 GB Cloudy Grey Dual SIM
NaN,"Hallo zusammen,  am 14.08.18 ist es soweit und die mittlerweile siebte Erweiterung wird von Blizzard für World of Warcraft veröffentlicht.       Inhalt der Collectors Edition:    W",Saturn,"81,48€",(MediaMarkt / Saturn Masterpass) World of Warcraft - Battle for Azeroth Collectors Edition
NaN,"Moin.  bei Mediamarkt erhaltet ihr den SONY SRS-XB30 Bluetooth Lautsprecher für 77€ Preis wird ab 20 Uhr angezeigt, oder jetzt schon im Warenkorb.  Preisvergleich:  ~ 100€     EXTR",Media Markt,77€,SONY SRS-XB30 Bluetooth Lautsprecher für 77€ [Mediamarkt]
NaN,"Mein erster Deal, hoffentlich erfreut er den ein oder anderen von euch.  Auf den Preis für die Pfanne kommt ihr durch die Playa del Spar Aktion von Mediamarkt und einem Direktabzug",Media Markt,15€,Silit Domus 28cm Pfanne für 15€ bei MediaMarkt
NaN,"EDIT 06.08. 21:30: Wieder online verfügbar! Lieferzeit 9-10 Werktage.   Ich kann es selber gerade nicht so recht fassen, und suche fieberhaft den Fehler in diesem phänomenalen Ange",Media Markt,"479,76€",[Lokal Österreich] [MediaMarkt] Samsung Galaxy S9 256GB midnight black inkl. MediaMarkt Mobil Schubladen-Vertrag
NaN,"24,97 € mit AmazonPrime 27,97 € ohne PrimeMItgliedschaft Deal-Link:  https://www.amazon.de/gp/offer-listing/B074PTW8V8/  Nächster Preis laut idealo: 30,99 € zzgl. Versand @ Saturn/",Amazon,"24,97€",Covert Affairs - Die komplette Serie (19 DVD Discs) @ AmazonPrime
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►PHILIPS 241282 Hue White & Color Ambiance 3er Pack, E14, LED Leuchtmittel, Mehrfarbig für 88,-€  Idealoprei…					Weite",Media Markt,88€,"[Mediamarkt] PHILIPS 241282 Hue White & Color Ambiance 3er Pack, E14, LED Leuchtmittel, Mehrfarbig für 88,-€"
NaN,"Beim Mediamarkt Shop über eBay und nun auch Amazon (welches mitgezogen ist,) erhaltet ihr die Disney Classics BluRay Version von ""Ein Königreich für ein Lama"" für 9,99€. Tipp meine",eBay,"9,99€","eBay Mediamarkt/Amazon Prime: Ein Königreich für ein Lama (Disney Classics) BluRay für 9,99€"
NaN,"Grade wollte ich den Müll entsorgen. Dabei ist mir aufgefallen, dass auf der Rückseite des Parktickets, aus dem Parkautomaten 29122, von heute morgen, ein 10€ IKEA-Coupon ab 100€ W",NaN,-10€,[BERLIN] 10€ Coupon für einen Einkauf ab 100€ [IKEA LICHTENBERG]
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►ZOTAC GeForce® GTX 1080Ti Mini 11GB (ZT-P10810G-10P)( NVIDIA, Grafikkarte) inc. Destiny 2 ab 655,-€ bei Masterp…					W",Media Markt,655€,"[Mediamarkt] ZOTAC GeForce® GTX 1080Ti Mini 11GB (ZT-P10810G-10P)( NVIDIA, Grafikkarte) inc. Destiny 2 ab 655,-€ bei Masterpasszahlung"
NaN,Update: Die Connect Option ist bei den Mediamarkt O2 Free Tarifen inklusive. Zu finden unter Tarifdetails > unter den 4 Punkten auf Preise und Leistungen klicken > Produktbla…					,Media Markt,790€,[Mediamarkt Tarifwelt] Galaxy S9+ Plus 64Gb Dual Sim + O2 Free M
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►Samsung Pro Plus Micro SDXC 64GB bis zu 100MB/s, Class 10 U3 Spei­cher­kar­te (inkl. SD Adapter) wieder für 25,…					W",Media Markt,25€,"[Mediamarkt] Samsung Pro Plus Micro SDXC 64GB bis zu 100MB/s, Class 10 U3 Speicherkarte (inkl. SD Adapter) wieder für 25,-€"
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►JBL Xtreme Special Edition Bluetooth Lautsprecher, Camouflage ab 129,-€ bei Zahlung mit Masterpass◄  Ide…					Weiterle",Media Markt,129€,"JBL Xtreme Special Edition Bluetooth Lautsprecher, Camouflage ab 129,-€ bei Zahlung mit Masterpass [Mediamarkt]**Wieder Verfügbar bis 09.00 Uhr"
NaN,Bestpreis bei MM heute Nacht für 499€ inkl. Versandkosten Kein Tiefpreisgarantie nötig (cheeky)   Alternative:  Ggf. Montag Morgen -10% bei Hornbach mit Tiefpreisgarantie bis 06:00,Media Markt,"479,80€",Worx Landroid S500i Rasenmähroboter @Mediamarkt
NaN,Sony 75 Zoll XE8596 lokal München Pasing Mediamarkt gratis Lieferung,Media Markt,1.799€,Sony 75 Zoll XE8596 lokal München Pasing Mediamarkt gratis Lieferung
NaN,Link 1 Pro Plus 64GB @ 25€  Link 2 256GB Evo Plus   @ 77€  Jede Menge schnelle Speicherpower für unterwegs oder daheim.   77+25 = 102€ - 20€ Masterpass = 82€ und ggfs. 10Fach Payba,Media Markt,82€,(MediaMarkt+Masterpass) Samsung Evo Plus micro SD 256GB und Samsung Pro Plus  64GB
NaN,"Der Mediamarkt in Gründau-Lieblos verkauft aktuell aufgrund von Lagerräumung GT Sport für 10,-.  Es gibt die normale als auch die Day One Edition.  Es waren sicher noch 50 Spiele d",NaN,10€,"(Lokal MediaMarkt Gründau) Gran Turismo Sport für 10,-"
NaN,"Moin.  bei Mediamarkt erhaltet ihr den LG 55SK8500LLA LED TV (Flat, 55 Zoll, UHD 4K, SMART TV, webOS) für 1111€  Preisvergleich: ~1411,99€      
							Bildschirmdiagonale: 55 Zoll",Media Markt,1.111€,"LG 55SK8500LLA LED TV (Flat, 55 Zoll, UHD 4K, SMART TV, webOS) für 1111€ [Mediamarkt]"
NaN,"Bei Amazon ist der Philips 65OLED973/12 164cm (65 Zoll) Ultra HD OLED Fernseher gerade als Angebot des Tages zu erhalten.   Und ja, vor 2 Wochen gab es den bei Mediamarkt, aufgrund",Amazon,"2.499,99€",Philips 65OLED973/12 65 Zoll
NaN,"Im Mediamarkt Amberg gesehen   Samsung Galaxy S9   Im smart surf Tarif für  16,99 mtl.  Mobilcom im Vodafone Netz   Einmalig 49€+39,99 Anschlussgebühren  =496,75  Zeitgleich  Samsu",NaN,"496,75€","Samsung S9 für 496,75!!! (16,99 mtl.) Mediamarkt Amberg Effektiv / S9+ 21,99 mtl"
NaN,Bei Mediamarkt in den Borsighallen gibt es ein paar Schnäppchen in der Computer-Ecke:  Asus ROG Strix Wireless 7.1 für 77€ statt 117€ (2 Stk da)  Logitech MX Master (stone) für 40€,Media Markt,77€,[MM Berlin Borsighallen] Asus Strix 7.1 Headset für 77€ statt 107€ und Logitech MX Master / MX Anywhere 2S für 40€/50€
NaN,"Amazon ist beim Preis für die Sony DSC-RX100 IV Kompaktkamera mit  Mediamarkt  mitgezogen und bietet diese für 599 € an. Durch einen zusätzlichen 70 € Coupon, welcher einfach aktiv",Amazon,529€,"Sony DSC-RX100 IV Kompaktkamera (21 Megapixel, 3-Fach Opt Zoom, 11-Fach Digital Zoom, 7,6 cm (3 Zoll) Display, Pop-up-Sucher)"
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►Honor 10 Smartphone 14,83cm/5,84'' Android 8.1 24+16MP 64GB Dual-SIM - Handy in allen Farben ab 319,-€ bei Zahl…					W",Media Markt,319€,"[Mediamarkt] Honor 10 Smartphone 14,83cm/5,84'' Android 8.1 24+16MP 64GB Dual-SIM - Handy in allen Farben ab 319,-€ bei Zahlung mit Masterpass"
NaN,"Heute erhaltet ihr beim Mediamarkt das folgende Angebot....  ►Honor 6X Smartphone (13,97 cm (5,5 Zoll) Full HD Display, 32 GB Speicher, Android)  inc. Yurbuds Kophörer ab 10…					W",Media Markt,109€,"[Mediamarkt] Honor 6X Smartphone (13,97 cm (5,5 Zoll) Full HD Display, 32 GB Speicher, Android)  inc. Yurbuds Kophörer ab 109,-€ bei Zahlung mit Masterpass"
